t,swll,eta,simulation
7,-3.4780673996690283,0.06,Random walk
8,-3.6047724328152095,0.06,Random walk
9,-4.120009053629246,0.06,Random walk
10,-3.6634522490382166,0.06,Random walk
11,-3.626334781314059,0.06,Random walk
12,-3.5251796640571476,0.06,Random walk
13,-3.7029573418029544,0.06,Random walk
14,-3.573654063531287,0.06,Random walk
15,-3.586677654729074,0.06,Random walk
16,-5.154002147660592,0.06,Random walk
17,-3.7618561731185234,0.06,Random walk
18,-3.9182898287318935,0.06,Random walk
19,-5.609598650243963,0.06,Random walk
20,-3.732633642231183,0.06,Random walk
21,-4.335194738020339,0.06,Random walk
22,-3.807495935359639,0.06,Random walk
23,-3.8496559750191937,0.06,Random walk
24,-5.234053106678363,0.06,Random walk
25,-3.904152964113935,0.06,Random walk
26,-4.111873093183985,0.06,Random walk
27,-5.503726976631643,0.06,Random walk
28,-4.063512101709313,0.06,Random walk
29,-4.085951400533526,0.06,Random walk
30,-4.474387211508514,0.06,Random walk
31,-7.155242200474554,0.06,Random walk
32,-3.907500597805001,0.06,Random walk
33,-3.9310498128335873,0.06,Random walk
34,-4.196786485713326,0.06,Random walk
35,-6.0905583085331285,0.06,Random walk
36,-3.8706815137301853,0.06,Random walk
37,-3.8630962122132444,0.06,Random walk
38,-7.149329573718154,0.06,Random walk
39,-3.966057499678381,0.06,Random walk
40,-4.739788908054661,0.06,Random walk
41,-4.433599080272781,0.06,Random walk
42,-4.101179355651707,0.06,Random walk
43,-5.712671920788744,0.06,Random walk
44,-5.4665502907936645,0.06,Random walk
45,-4.255505220673911,0.06,Random walk
46,-4.786289539914409,0.06,Random walk
47,-5.7003970998822515,0.06,Random walk
48,-5.941958513096848,0.06,Random walk
49,-5.066527055527057,0.06,Random walk
50,-4.786292120105277,0.06,Random walk
51,-5.556244240723403,0.06,Random walk
52,-4.790337957020042,0.06,Random walk
53,-5.221210386407038,0.06,Random walk
54,-4.33406784382481,0.06,Random walk
55,-4.331154891822419,0.06,Random walk
56,-5.04039015866321,0.06,Random walk
57,-4.5593303232562885,0.06,Random walk
58,-5.52145662255908,0.06,Random walk
59,-4.757700113500301,0.06,Random walk
60,-5.209884741511908,0.06,Random walk
61,-5.5275275518817395,0.06,Random walk
62,-4.86483027250223,0.06,Random walk
63,-4.471795711790225,0.06,Random walk
64,-8.818488822200367,0.06,Random walk
65,-5.283672762619759,0.06,Random walk
66,-4.8429104545616015,0.06,Random walk
67,-4.831791280000803,0.06,Random walk
68,-4.731577646178606,0.06,Random walk
69,-4.946408328167636,0.06,Random walk
70,-4.131264096986958,0.06,Random walk
71,-4.696075152138678,0.06,Random walk
72,-4.944886426693926,0.06,Random walk
73,-4.642622491027041,0.06,Random walk
74,-4.114104162342928,0.06,Random walk
75,-4.11709296710763,0.06,Random walk
76,-3.8375283300439715,0.06,Random walk
77,-7.63137707379855,0.06,Random walk
78,-4.324199938994152,0.06,Random walk
79,-3.854038192473005,0.06,Random walk
80,-7.772773565629711,0.06,Random walk
81,-3.599904380203468,0.06,Random walk
82,-3.806614631355772,0.06,Random walk
83,-5.917422290182002,0.06,Random walk
84,-5.096068669613424,0.06,Random walk
85,-3.6428323887365375,0.06,Random walk
86,-4.742387523219723,0.06,Random walk
87,-6.372276333491224,0.06,Random walk
88,-2.9760084480971316,0.06,Random walk
89,-3.413623538376507,0.06,Random walk
90,-3.2592899873836125,0.06,Random walk
91,-2.882617636573879,0.06,Random walk
92,-2.887778525433538,0.06,Random walk
93,-2.821502665992543,0.06,Random walk
94,-3.699642375071416,0.06,Random walk
95,-2.753063025609675,0.06,Random walk
96,-3.472388554990216,0.06,Random walk
97,-2.799093126549753,0.06,Random walk
98,-2.6799471640985826,0.06,Random walk
99,-4.6173150446125835,0.06,Random walk
100,-3.732390546744568,0.06,Random walk
1,0.0,0.07,Random walk
2,-6.8732840300075235,0.07,Random walk
3,-3.684586315664206,0.07,Random walk
4,-3.6410514546619575,0.07,Random walk
5,-3.8621538887459983,0.07,Random walk
6,-3.8344334623470036,0.07,Random walk
7,-3.5253750683857064,0.07,Random walk
8,-3.6411189221708273,0.07,Random walk
9,-4.093414119776049,0.07,Random walk
10,-3.7304824688743072,0.07,Random walk
11,-3.660951302437831,0.07,Random walk
12,-3.560076374770287,0.07,Random walk
13,-3.750406622386478,0.07,Random walk
14,-3.611178650141016,0.07,Random walk
15,-3.6341016268888877,0.07,Random walk
16,-5.08077516143158,0.07,Random walk
17,-3.754586243870088,0.07,Random walk
18,-3.8951873654794307,0.07,Random walk
19,-5.358902827864102,0.07,Random walk
20,-3.8183834190961323,0.07,Random walk
21,-4.286260522887493,0.07,Random walk
22,-3.8728436967767896,0.07,Random walk
23,-3.8990673686485695,0.07,Random walk
24,-5.169602112307253,0.07,Random walk
25,-3.9300791673753563,0.07,Random walk
26,-4.1784477420267,0.07,Random walk
27,-5.3932214430530365,0.07,Random walk
28,-4.046729595659628,0.07,Random walk
29,-4.07252240377359,0.07,Random walk
30,-4.390561038060215,0.07,Random walk
31,-7.079809292263497,0.07,Random walk
32,-3.969491808983086,0.07,Random walk
33,-3.995393266851352,0.07,Random walk
34,-4.229077463672034,0.07,Random walk
35,-5.81881221560781,0.07,Random walk
36,-3.9278895997014764,0.07,Random walk
37,-3.9261906969516245,0.07,Random walk
38,-6.906282685100609,0.07,Random walk
39,-4.060150317066923,0.07,Random walk
40,-4.681959462766856,0.07,Random walk
41,-4.3885077814119136,0.07,Random walk
42,-4.135679237640472,0.07,Random walk
43,-5.5115251037834945,0.07,Random walk
44,-5.2268622399488445,0.07,Random walk
45,-4.357405193797315,0.07,Random walk
46,-4.813112281228091,0.07,Random walk
47,-5.509057029062085,0.07,Random walk
48,-5.610705038098351,0.07,Random walk
49,-5.192824617039058,0.07,Random walk
50,-4.799329792619544,0.07,Random walk
51,-5.534163560035304,0.07,Random walk
52,-4.851571657195964,0.07,Random walk
53,-5.127678313864356,0.07,Random walk
54,-4.386894483484014,0.07,Random walk
55,-4.4100141823750985,0.07,Random walk
56,-5.023442316472889,0.07,Random walk
57,-4.582954847814775,0.07,Random walk
58,-5.384946534028323,0.07,Random walk
59,-4.855329871096053,0.07,Random walk
60,-5.15994554980384,0.07,Random walk
61,-5.357196980793683,0.07,Random walk
62,-4.80047998810365,0.07,Random walk
63,-4.5156756284555515,0.07,Random walk
64,-8.097418611708072,0.07,Random walk
65,-5.44240780516388,0.07,Random walk
66,-4.851331062008379,0.07,Random walk
67,-4.773184927876711,0.07,Random walk
68,-4.800800334927472,0.07,Random walk
69,-4.938667002562475,0.07,Random walk
70,-4.208827936240153,0.07,Random walk
71,-4.664316771646615,0.07,Random walk
72,-4.8056457796395415,0.07,Random walk
73,-4.511511552559874,0.07,Random walk
74,-4.07645582820362,0.07,Random walk
75,-4.0711751003802,0.07,Random walk
76,-3.922332916187745,0.07,Random walk
77,-7.2483344618645456,0.07,Random walk
78,-4.449048585957883,0.07,Random walk
79,-3.8950283061799937,0.07,Random walk
80,-7.316131596318626,0.07,Random walk
81,-3.700918640622635,0.07,Random walk
82,-3.867766287800405,0.07,Random walk
83,-5.659848944881611,0.07,Random walk
84,-4.727104795310076,0.07,Random walk
85,-3.5006066675582836,0.07,Random walk
86,-4.4053248423440685,0.07,Random walk
87,-6.549337319079248,0.07,Random walk
88,-3.0208073897039087,0.07,Random walk
89,-3.4163245415420898,0.07,Random walk
90,-3.2454304482515814,0.07,Random walk
91,-2.9364535041530173,0.07,Random walk
92,-2.9159292168152056,0.07,Random walk
93,-2.859555948329674,0.07,Random walk
94,-3.686241187431194,0.07,Random walk
95,-2.770242627356232,0.07,Random walk
96,-3.415195402103271,0.07,Random walk
97,-2.795047574738684,0.07,Random walk
98,-2.696322722493811,0.07,Random walk
99,-4.450294343738787,0.07,Random walk
100,-3.575879261344616,0.07,Random walk
1,0.0,0.08,Random walk
2,-6.8732840300075235,0.08,Random walk
3,-3.710807001790579,0.08,Random walk
4,-3.671900231811987,0.08,Random walk
5,-3.88753506388287,0.08,Random walk
6,-3.8760308333199327,0.08,Random walk
7,-3.5724116722626893,0.08,Random walk
8,-3.6779683162285153,0.08,Random walk
9,-4.077386627744627,0.08,Random walk
10,-3.790756989282766,0.08,Random walk
11,-3.693310107195627,0.08,Random walk
12,-3.596657102791826,0.08,Random walk
13,-3.7938850385248073,0.08,Random walk
14,-3.6488872169643143,0.08,Random walk
15,-3.680017685016372,0.08,Random walk
16,-5.019008026150158,0.08,Random walk
17,-3.763195798369234,0.08,Random walk
18,-3.8929925744678933,0.08,Random walk
19,-5.177628304632947,0.08,Random walk
20,-3.9006145422877085,0.08,Random walk
21,-4.269885201440303,0.08,Random walk
22,-3.934368091684807,0.08,Random walk
23,-3.9495370453754943,0.08,Random walk
24,-5.103378935693701,0.08,Random walk
25,-3.966410654869785,0.08,Random walk
26,-4.234373412670881,0.08,Random walk
27,-5.309732316239548,0.08,Random walk
28,-4.054962610207127,0.08,Random walk
29,-4.083766553643099,0.08,Random walk
30,-4.3493550079954275,0.08,Random walk
31,-6.963640966855607,0.08,Random walk
32,-4.035645591539927,0.08,Random walk
33,-4.057120899909454,0.08,Random walk
34,-4.26053078186391,0.08,Random walk
35,-5.603907341703832,0.08,Random walk
36,-3.994859569937422,0.08,Random walk
37,-3.9872393080700195,0.08,Random walk
38,-6.672294159891866,0.08,Random walk
39,-4.1516603230721465,0.08,Random walk
40,-4.65312017526868,0.08,Random walk
41,-4.375352381717542,0.08,Random walk
42,-4.182020801231125,0.08,Random walk
43,-5.376031516657341,0.08,Random walk
44,-5.076721453030285,0.08,Random walk
45,-4.448799007369883,0.08,Random walk
46,-4.8264425416770855,0.08,Random walk
47,-5.365386679481853,0.08,Random walk
48,-5.391464527903597,0.08,Random walk
49,-5.269946056238682,0.08,Random walk
50,-4.828094325435418,0.08,Random walk
51,-5.505864455004658,0.08,Random walk
52,-4.905961275448022,0.08,Random walk
53,-5.066980691797305,0.08,Random walk
54,-4.448463394390693,0.08,Random walk
55,-4.483097736617376,0.08,Random walk
56,-5.013314933842441,0.08,Random walk
57,-4.620715964425208,0.08,Random walk
58,-5.301908612131323,0.08,Random walk
59,-4.932119537011361,0.08,Random walk
60,-5.127826357058648,0.08,Random walk
61,-5.253892948884785,0.08,Random walk
62,-4.787003190149143,0.08,Random walk
63,-4.573900250246533,0.08,Random walk
64,-7.568293880399847,0.08,Random walk
65,-5.535717338777901,0.08,Random walk
66,-4.878284276254149,0.08,Random walk
67,-4.752298251737543,0.08,Random walk
68,-4.849982769863275,0.08,Random walk
69,-4.943394520754027,0.08,Random walk
70,-4.284230889559879,0.08,Random walk
71,-4.6570548824296,0.08,Random walk
72,-4.724694481699405,0.08,Random walk
73,-4.446415982707501,0.08,Random walk
74,-4.0797294137941424,0.08,Random walk
75,-4.065315109377117,0.08,Random walk
76,-3.9904986914308,0.08,Random walk
77,-6.903238919930062,0.08,Random walk
78,-4.546721982884146,0.08,Random walk
79,-3.941320466317405,0.08,Random walk
80,-6.948965854013506,0.08,Random walk
81,-3.79934654499523,0.08,Random walk
82,-3.911242198434042,0.08,Random walk
83,-5.428583397747454,0.08,Random walk
84,-4.4603177749017595,0.08,Random walk
85,-3.431772763787641,0.08,Random walk
86,-4.186330551916566,0.08,Random walk
87,-6.617734863275533,0.08,Random walk
88,-3.069181536582297,0.08,Random walk
89,-3.4170668555968184,0.08,Random walk
90,-3.2396676790448247,0.08,Random walk
91,-2.98821832792007,0.08,Random walk
92,-2.946871542644642,0.08,Random walk
93,-2.894160329461251,0.08,Random walk
94,-3.6801255693645434,0.08,Random walk
95,-2.791936874414758,0.08,Random walk
96,-3.375590507871737,0.08,Random walk
97,-2.8021057947014882,0.08,Random walk
98,-2.7187961791794706,0.08,Random walk
99,-4.325177198743865,0.08,Random walk
100,-3.464992522108369,0.08,Random walk
1,0.0,0.09,Random walk
2,-6.873284030007523,0.09,Random walk
3,-3.7388230785063907,0.09,Random walk
4,-3.7043969517614608,0.09,Random walk
5,-3.913419683749401,0.09,Random walk
6,-3.9154521258677963,0.09,Random walk
7,-3.6188890677245285,0.09,Random walk
8,-3.7150131711167367,0.09,Random walk
9,-4.0697853869312555,0.09,Random walk
10,-3.8451404585177267,0.09,Random walk
11,-3.724885966799992,0.09,Random walk
12,-3.6346843559434983,0.09,Random walk
13,-3.833787995575796,0.09,Random walk
14,-3.686856957242691,0.09,Random walk
15,-3.724470904255756,0.09,Random walk
16,-4.966817258333483,0.09,Random walk
17,-3.7826813762038523,0.09,Random walk
18,-3.9042338649508745,0.09,Random walk
19,-5.044372840609361,0.09,Random walk
20,-3.976187798574832,0.09,Random walk
21,-4.272044436585262,0.09,Random walk
22,-3.9918064461071348,0.09,Random walk
23,-3.999627737310883,0.09,Random walk
24,-5.043767023202347,0.09,Random walk
25,-4.00944536970589,0.09,Random walk
26,-4.281858715046432,0.09,Random walk
27,-5.245567739436512,0.09,Random walk
28,-4.078452793608184,0.09,Random walk
29,-4.109113500074761,0.09,Random walk
30,-4.334189648515869,0.09,Random walk
31,-6.8306247584044915,0.09,Random walk
32,-4.103428769945726,0.09,Random walk
33,-4.115934950651239,0.09,Random walk
34,-4.292370621933168,0.09,Random walk
35,-5.4361184363563355,0.09,Random walk
36,-4.063351673774022,0.09,Random walk
37,-4.045345726361186,0.09,Random walk
38,-6.460079908710105,0.09,Random walk
39,-4.23733946717614,0.09,Random walk
40,-4.643496884660666,0.09,Random walk
41,-4.381841314669344,0.09,Random walk
42,-4.233481000896707,0.09,Random walk
43,-5.282545665047608,0.09,Random walk
44,-4.983218242681164,0.09,Random walk
45,-4.529165165465893,0.09,Random walk
46,-4.837019503819622,0.09,Random walk
47,-5.263178807417357,0.09,Random walk
48,-5.248787755493384,0.09,Random walk
49,-5.314331958614576,0.09,Random walk
50,-4.863606505034391,0.09,Random walk
51,-5.478919109529956,0.09,Random walk
52,-4.9542485689229805,0.09,Random walk
53,-5.031265214185366,0.09,Random walk
54,-4.51278865466577,0.09,Random walk
55,-4.551481230090232,0.09,Random walk
56,-5.011827079634184,0.09,Random walk
57,-4.667009565674015,0.09,Random walk
58,-5.254222953555141,0.09,Random walk
59,-4.9952035997074,0.09,Random walk
60,-5.112923449806459,0.09,Random walk
61,-5.196017016163529,0.09,Random walk
62,-4.801789384597108,0.09,Random walk
63,-4.637184082895351,0.09,Random walk
64,-7.1709041630839545,0.09,Random walk
65,-5.5860844276405635,0.09,Random walk
66,-4.913309713113145,0.09,Random walk
67,-4.754212815284239,0.09,Random walk
68,-4.887988623089017,0.09,Random walk
69,-4.955291684496368,0.09,Random walk
70,-4.356299316127356,0.09,Random walk
71,-4.665250528018091,0.09,Random walk
72,-4.68150539863925,0.09,Random walk
73,-4.420841235925086,0.09,Random walk
74,-4.104530299855171,0.09,Random walk
75,-4.081139995657418,0.09,Random walk
76,-4.047766945007879,0.09,Random walk
77,-6.6043999680261445,0.09,Random walk
78,-4.6203812358756835,0.09,Random walk
79,-3.989319215291311,0.09,Random walk
80,-6.647554349590567,0.09,Random walk
81,-3.8906261778538727,0.09,Random walk
82,-3.9449091069798503,0.09,Random walk
83,-5.232013961894457,0.09,Random walk
84,-4.27241229680862,0.09,Random walk
85,-3.4071058212207936,0.09,Random walk
86,-4.042459783584847,0.09,Random walk
87,-6.616139215926131,0.09,Random walk
88,-3.120060669611575,0.09,Random walk
89,-3.420884524759854,0.09,Random walk
90,-3.242336772376691,0.09,Random walk
91,-3.036911073863909,0.09,Random walk
92,-2.9795367226188847,0.09,Random walk
93,-2.9262915704004526,0.09,Random walk
94,-3.678375212372714,0.09,Random walk
95,-2.816605848697804,0.09,Random walk
96,-3.348551166049316,0.09,Random walk
97,-2.8163745147575834,0.09,Random walk
98,-2.7445755549262647,0.09,Random walk
99,-4.22907404321067,0.09,Random walk
100,-3.385518746843979,0.09,Random walk
1,0.0,0.1,Random walk
2,-6.873284030007509,0.1,Random walk
3,-3.7682529918824015,0.1,Random walk
4,-3.7380861354738997,0.1,Random walk
5,-3.939617473976689,0.1,Random walk
6,-3.9526181963082503,0.1,Random walk
7,-3.6646444217048186,0.1,Random walk
8,-3.7520264869362476,0.1,Random walk
9,-4.068892053789079,0.1,Random walk
10,-3.8945744755055385,0.1,Random walk
11,-3.756493992489213,0.1,Random walk
12,-3.673715716175652,0.1,Random walk
13,-3.870736991409137,0.1,Random walk
14,-3.7250923997696037,0.1,Random walk
15,-3.767516535644146,0.1,Random walk
16,-4.922679899783327,0.1,Random walk
17,-3.809551812239148,0.1,Random walk
18,-3.92415743644496,0.1,Random walk
19,-4.945249344172381,0.1,Random walk
20,-4.044601291640642,0.1,Random walk
21,-4.2849962616083195,0.1,Random walk
22,-4.045709985185089,0.1,Random walk
23,-4.04881018375989,0.1,Random walk
24,-4.993590914067664,0.1,Random walk
25,-4.056107848718806,0.1,Random walk
26,-4.32325413910231,0.1,Random walk
27,-5.195553069509414,0.1,Random walk
28,-4.111160236021612,0.1,Random walk
29,-4.142579482482851,0.1,Random walk
30,-4.335514462497256,0.1,Random walk
31,-6.694194943289718,0.1,Random walk
32,-4.170761373208821,0.1,Random walk
33,-4.171973052893103,0.1,Random walk
34,-4.3252526349820375,0.1,Random walk
35,-5.306603916371095,0.1,Random walk
36,-4.129462065948281,0.1,Random walk
37,-4.100705764394962,0.1,Random walk
38,-6.273771976866545,0.1,Random walk
39,-4.3158812145178524,0.1,Random walk
40,-4.646368327707087,0.1,Random walk
41,-4.400571049971797,0.1,Random walk
42,-4.286741316881944,0.1,Random walk
43,-5.217352309189321,0.1,Random walk
44,-4.927069519695563,0.1,Random walk
45,-4.600090333306601,0.1,Random walk
46,-4.849501953472107,0.1,Random walk
47,-5.193805933383108,0.1,Random walk
48,-5.158142182099664,0.1,Random walk
49,-5.338453698821156,0.1,Random walk
50,-4.901594492143014,0.1,Random walk
51,-5.456179998848512,0.1,Random walk
52,-4.997842172387245,0.1,Random walk
53,-5.014455171815003,0.1,Random walk
54,-4.576921970685758,0.1,Random walk
55,-4.616074633462018,0.1,Random walk
56,-5.018414947519593,0.1,Random walk
57,-4.717976247228722,0.1,Random walk
58,-5.230264996489517,0.1,Random walk
59,-5.049481381675777,0.1,Random walk
60,-5.112255884854986,0.1,Random walk
61,-5.168644110362869,0.1,Random walk
62,-4.832356269951674,0.1,Random walk
63,-4.701420075540463,0.1,Random walk
64,-6.867868661819326,0.1,Random walk
65,-5.609685712072977,0.1,Random walk
66,-4.951667236616188,0.1,Random walk
67,-4.770554813781214,0.1,Random walk
68,-4.920000319317873,0.1,Random walk
69,-4.971877863990558,0.1,Random walk
70,-4.424723876646706,0.1,Random walk
71,-4.68349981324453,0.1,Random walk
72,-4.663401150220441,0.1,Random walk
73,-4.419580937299022,0.1,Random walk
74,-4.1408653505119535,0.1,Random walk
75,-4.109163865485996,0.1,Random walk
76,-4.097955697885157,0.1,Random walk
77,-6.350478385088629,0.1,Random walk
78,-4.674932363529909,0.1,Random walk
79,-4.036791205901722,0.1,Random walk
80,-6.396306912196947,0.1,Random walk
81,-3.9734878751821627,0.1,Random walk
82,-3.9737806551096706,0.1,Random walk
83,-5.070177766922279,0.1,Random walk
84,-4.142968633020966,0.1,Random walk
85,-3.4086348657066563,0.1,Random walk
86,-3.947483042221825,0.1,Random walk
87,-6.571134581316803,0.1,Random walk
88,-3.172398159510401,0.1,Random walk
89,-3.429101313536632,0.1,Random walk
90,-3.2520677457605887,0.1,Random walk
91,-3.082412231231359,0.1,Random walk
92,-3.013052074653914,0.1,Random walk
93,-2.9568799951209352,0.1,Random walk
94,-3.6789809693728905,0.1,Random walk
95,-2.843290517054931,0.1,Random walk
96,-3.3307443982366274,0.1,Random walk
97,-2.835421182686439,0.1,Random walk
98,-2.772103307452345,0.1,Random walk
99,-4.153685801500659,0.1,Random walk
100,-3.328433067486666,0.1,Random walk
1,0.0,0.11,Random walk
2,-6.873284030006533,0.11,Random walk
3,-3.7987570613297637,0.11,Random walk
4,-3.772584544776048,0.11,Random walk
5,-3.9660262423541743,0.11,Random walk
6,-3.9876199988511822,0.11,Random walk
7,-3.7095755648891533,0.11,Random walk
8,-3.788835773619311,0.11,Random walk
9,-4.07334528485623,0.11,Random walk
10,-3.939933069484791,0.11,Random walk
11,-3.788505657493526,0.11,Random walk
12,-3.7132960600243226,0.11,Random walk
13,-3.9053685071962834,0.11,Random walk
14,-3.7635202056544834,0.11,Random walk
15,-3.809235454359097,0.11,Random walk
16,-4.885347206315103,0.11,Random walk
17,-3.8413566044014664,0.11,Random walk
18,-3.9496868444911257,0.11,Random walk
19,-4.87100013285938,0.11,Random walk
20,-4.106387542842825,0.11,Random walk
21,-4.304298867165665,0.11,Random walk
22,-4.096694303044038,0.11,Random walk
23,-4.096867849722479,0.11,Random walk
24,-4.953215594609643,0.11,Random walk
25,-4.1042543591751475,0.11,Random walk
26,-4.360501773344948,0.11,Random walk
27,-5.156328454210141,0.11,Random walk
28,-4.149293959164056,0.11,Random walk
29,-4.180667161208077,0.11,Random walk
30,-4.347573311089484,0.11,Random walk
31,-6.561723741095101,0.11,Random walk
32,-4.236256059951378,0.11,Random walk
33,-4.225524765257248,0.11,Random walk
34,-4.35933982398865,0.11,Random walk
35,-5.207740582312042,0.11,Random walk
36,-4.1916478857910375,0.11,Random walk
37,-4.153730879117054,0.11,Random walk
38,-6.11325533584656,0.11,Random walk
39,-4.387201006467581,0.11,Random walk
40,-4.657307963735575,0.11,Random walk
41,-4.427016190413219,0.11,Random walk
42,-4.340121861684532,0.11,Random walk
43,-5.172071857070699,0.11,Random walk
44,-4.896332900406813,0.11,Random walk
45,-4.663462432115031,0.11,Random walk
46,-4.865506096207189,0.11,Random walk
47,-5.1494378193716095,0.11,Random walk
48,-5.1030772644763625,0.11,Random walk
49,-5.3508575245604915,0.11,Random walk
50,-4.940080209346976,0.11,Random walk
51,-5.438466543582582,0.11,Random walk
52,-5.038038068213661,0.11,Random walk
53,-5.011779252326945,0.11,Random walk
54,-4.6394725243923665,0.11,Random walk
55,-4.677510879122877,0.11,Random walk
56,-5.0317498392810664,0.11,Random walk
57,-4.771113979722585,0.11,Random walk
58,-5.222510379089811,0.11,Random walk
59,-5.098102333593753,0.11,Random walk
60,-5.12253833831276,0.11,Random walk
61,-5.161762833182191,0.11,Random walk
62,-4.871664075656333,0.11,Random walk
63,-4.764737168964012,0.11,Random walk
64,-6.63442161187857,0.11,Random walk
65,-5.617538294477444,0.11,Random walk
66,-4.9911441664102325,0.11,Random walk
67,-4.796205017985385,0.11,Random walk
68,-4.949023779903888,0.11,Random walk
69,-4.991819912768963,0.11,Random walk
70,-4.489567236246069,0.11,Random walk
71,-4.708377205432164,0.11,Random walk
72,-4.662237743272107,0.11,Random walk
73,-4.433555201699919,0.11,Random walk
74,-4.183322236313539,0.11,Random walk
75,-4.144162237243588,0.11,Random walk
76,-4.143484951186453,0.11,Random walk
77,-6.136791836927671,0.11,Random walk
78,-4.7152315048614515,0.11,Random walk
79,-4.082535370483779,0.11,Random walk
80,-6.184790064011862,0.11,Random walk
81,-4.048096968913744,0.11,Random walk
82,-4.000793888083091,0.11,Random walk
83,-4.939642003100311,0.11,Random walk
84,-4.056089776873103,0.11,Random walk
85,-3.425614758019929,0.11,Random walk
86,-3.885210604769366,0.11,Random walk
87,-6.50018779967134,0.11,Random walk
88,-3.225220952372892,0.11,Random walk
89,-3.4414973286110384,0.11,Random walk
90,-3.26722803902632,0.11,Random walk
91,-3.125016832941641,0.11,Random walk
92,-3.046811540409511,0.11,Random walk
93,-2.9865958070305814,0.11,Random walk
94,-3.6807636399882453,0.11,Random walk
95,-2.871375774000256,0.11,Random walk
96,-3.319928122325346,0.11,Random walk
97,-2.857674457392199,0.11,Random walk
98,-2.800488853627278,0.11,Random walk
99,-4.09349470118035,0.11,Random walk
100,-3.287772636153855,0.11,Random walk
1,0.0,0.12,Random walk
2,-6.873284029975964,0.12,Random walk
3,-3.830039344524601,0.12,Random walk
4,-3.8075753634712353,0.12,Random walk
5,-3.9925909815591343,0.12,Random walk
6,-4.020636495915682,0.12,Random walk
7,-3.7536128494582597,0.12,Random walk
8,-3.8253095025885195,0.12,Random walk
9,-4.082066185920441,0.12,Random walk
10,-3.9819701516930337,0.12,Random walk
11,-3.821021710425321,0.12,Random walk
12,-3.7530357055202668,0.12,Random walk
13,-3.9382369661490895,0.12,Random walk
14,-3.8020172252601023,0.12,Random walk
15,-3.849723461927196,0.12,Random walk
16,-4.853805876455211,0.12,Random walk
17,-3.876368805106575,0.12,Random walk
18,-3.978800858191799,0.12,Random walk
19,-4.815296978571724,0.12,Random walk
20,-4.162408605188308,0.12,Random walk
21,-4.327327337336866,0.12,Random walk
22,-4.145258238516552,0.12,Random walk
23,-4.143707344387496,0.12,Random walk
24,-4.921982086945128,0.12,Random walk
25,-4.152517284959066,0.12,Random walk
26,-4.395033163410755,0.12,Random walk
27,-5.125676516100363,0.12,Random walk
28,-4.190441510654447,0.12,Random walk
29,-4.2212690226922485,0.12,Random walk
30,-4.366752654145509,0.12,Random walk
31,-6.437074576869926,0.12,Random walk
32,-4.299121788656906,0.12,Random walk
33,-4.276886155867111,0.12,Random walk
34,-4.394503544802427,0.12,Random walk
35,-5.133230160968082,0.12,Random walk
36,-4.2495644944784585,0.12,Random walk
37,-4.2047783157217555,0.12,Random walk
38,-5.976520798224244,0.12,Random walk
39,-4.451850263120977,0.12,Random walk
40,-4.67345436306187,0.12,Random walk
41,-4.458340468410945,0.12,Random walk
42,-4.392756245596667,0.12,Random walk
43,-5.141318557673046,0.12,Random walk
44,-4.883273662068119,0.12,Random walk
45,-4.7209301596934665,0.12,Random walk
46,-4.885226057946402,0.12,Random walk
47,-5.123792254536278,0.12,Random walk
48,-5.072601005434243,0.12,Random walk
49,-5.357086835916862,0.12,Random walk
50,-4.978193227563963,0.12,Random walk
51,-5.425756111415791,0.12,Random walk
52,-5.075827220287391,0.12,Random walk
53,-5.019544286610313,0.12,Random walk
54,-4.69984069497843,0.12,Random walk
55,-4.736207719753992,0.12,Random walk
56,-5.050408769914731,0.12,Random walk
57,-4.824849357864264,0.12,Random walk
58,-5.2259963505687255,0.12,Random walk
59,-5.1430247025427605,0.12,Random walk
60,-5.140905103305627,0.12,Random walk
61,-5.168694742789218,0.12,Random walk
62,-4.9156443347621295,0.12,Random walk
63,-4.826281091624701,0.12,Random walk
64,-6.453377213437147,0.12,Random walk
65,-5.616876065983372,0.12,Random walk
66,-5.0306992406850135,0.12,Random walk
67,-4.827860606343248,0.12,Random walk
68,-4.976759940499524,0.12,Random walk
69,-5.014288593683304,0.12,Random walk
70,-4.551044686910382,0.12,Random walk
71,-4.7376265652600615,0.12,Random walk
72,-4.672632784712584,0.12,Random walk
73,-4.457163189060932,0.12,Random walk
74,-4.228847913013255,0.12,Random walk
75,-4.183103230744784,0.12,Random walk
76,-4.185867516001495,0.12,Random walk
77,-5.957881037364323,0.12,Random walk
78,-4.7453946516634815,0.12,Random walk
79,-4.126028089900097,0.12,Random walk
80,-6.005689583583258,0.12,Random walk
81,-4.11520542611031,0.12,Random walk
82,-4.027536159480821,0.12,Random walk
83,-4.835916986846728,0.12,Random walk
84,-4.0000187033024215,0.12,Random walk
85,-3.451658139373605,0.12,Random walk
86,-3.845420613255545,0.12,Random walk
87,-6.414570970568268,0.12,Random walk
88,-3.277732267805243,0.12,Random walk
89,-3.457340321585158,0.12,Random walk
90,-3.2863959778768193,0.12,Random walk
91,-3.165151759908247,0.12,Random walk
92,-3.0804184334480755,0.12,Random walk
93,-3.015856659018159,0.12,Random walk
94,-3.6831051775378394,0.12,Random walk
95,-2.9004400647233752,0.12,Random walk
96,-3.314534196763642,0.12,Random walk
97,-2.88208319584926,0.12,Random walk
98,-2.8292124505936758,0.12,Random walk
