t,swll,k,simulation
16,-5.191612359690566,3,Random walk
17,-3.700448644743574,3,Random walk
18,-3.5759979960820374,3,Random walk
19,-5.400184749108803,3,Random walk
20,-3.8233820001445338,3,Random walk
21,-3.8477294712033654,3,Random walk
22,-3.6984973329521154,3,Random walk
23,-3.7363033015162728,3,Random walk
24,-5.46671619014279,3,Random walk
25,-3.799169455294816,3,Random walk
26,-4.52062501244194,3,Random walk
27,-5.769472014363657,3,Random walk
28,-4.199142064226237,3,Random walk
29,-3.726383726891811,3,Random walk
30,-4.3800492801073005,3,Random walk
31,-8.724016332241035,3,Random walk
32,-3.795665591075931,3,Random walk
33,-4.157479999180566,3,Random walk
34,-4.1602565707318035,3,Random walk
35,-6.927247755711392,3,Random walk
36,-3.6772723844939605,3,Random walk
37,-3.871316539752968,3,Random walk
38,-8.374704056006465,3,Random walk
39,-3.7979411870637705,3,Random walk
40,-4.0768173481113195,3,Random walk
41,-4.5705568840434125,3,Random walk
42,-3.861221411208362,3,Random walk
43,-5.760015286904718,3,Random walk
44,-5.841229871447126,3,Random walk
45,-4.300049708442316,3,Random walk
46,-5.619253427848776,3,Random walk
47,-6.4653868073711465,3,Random walk
48,-6.7168506907045185,3,Random walk
49,-5.657489116795318,3,Random walk
50,-4.253499940551478,3,Random walk
51,-5.272255156579035,3,Random walk
52,-4.380712647782616,3,Random walk
53,-6.878504888947077,3,Random walk
54,-4.068271423999363,3,Random walk
55,-4.160317729671192,3,Random walk
56,-5.432484357663725,3,Random walk
57,-4.522607619475139,3,Random walk
58,-5.738826168467426,3,Random walk
59,-4.618798387277025,3,Random walk
60,-6.662589393980397,3,Random walk
61,-6.4371338118278345,3,Random walk
62,-5.057198410616934,3,Random walk
63,-4.149125621427288,3,Random walk
64,-12.528849959133822,3,Random walk
65,-4.7256612189562475,3,Random walk
66,-4.073299864563751,3,Random walk
67,-6.188400630453543,3,Random walk
68,-4.845318960212126,3,Random walk
69,-4.667289582499336,3,Random walk
70,-3.955959449492525,3,Random walk
71,-4.521894964578848,3,Random walk
72,-5.921739869306293,3,Random walk
73,-4.946253337601206,3,Random walk
74,-3.9614795565479994,3,Random walk
75,-3.9601566274043876,3,Random walk
76,-3.746510624202358,3,Random walk
77,-10.420794263314122,3,Random walk
78,-4.512319285391982,3,Random walk
79,-3.416506029236416,3,Random walk
80,-10.439663828794153,3,Random walk
81,-3.544777771371855,3,Random walk
82,-4.8841159571696835,3,Random walk
83,-6.506942650476418,3,Random walk
84,-5.209362796943708,3,Random walk
85,-3.12615892686523,3,Random walk
86,-4.086362371059693,3,Random walk
87,-7.943758783376566,3,Random walk
88,-2.8983373160781696,3,Random walk
89,-2.9592120550491785,3,Random walk
90,-3.181223956107061,3,Random walk
91,-3.0639961991453646,3,Random walk
92,-2.807453219289357,3,Random walk
93,-2.7922369056743293,3,Random walk
94,-3.6047492735559317,3,Random walk
95,-2.7312904580218884,3,Random walk
96,-2.9983072849368355,3,Random walk
97,-2.721393124897503,3,Random walk
98,-2.718018624162731,3,Random walk
99,-4.126169286803538,3,Random walk
100,-3.161798078752099,3,Random walk
1,0.0,4,Random walk
2,0.0,4,Random walk
3,-18.57231343089842,4,Random walk
4,-8.340365321931301,4,Random walk
5,-3.7440944237306724,4,Random walk
6,-3.5807855372756876,4,Random walk
7,-3.3349410461374873,4,Random walk
8,-3.5644505013357843,4,Random walk
9,-4.030352019793099,4,Random walk
10,-3.5068049061495685,4,Random walk
11,-3.717674458326286,4,Random walk
12,-3.547303825022283,4,Random walk
13,-3.694192869690113,4,Random walk
14,-3.536186156085847,4,Random walk
15,-3.4454272819101277,4,Random walk
16,-5.114538899682941,4,Random walk
17,-3.7780222571834656,4,Random walk
18,-3.9182906861343554,4,Random walk
19,-5.4355296709507,4,Random walk
20,-3.574939611601451,4,Random walk
21,-4.0545131395482485,4,Random walk
22,-3.736123042432439,4,Random walk
23,-3.6705228512382746,4,Random walk
24,-6.141908826040719,4,Random walk
25,-3.9116729140526445,4,Random walk
26,-3.935214724717298,4,Random walk
27,-5.227965371112248,4,Random walk
28,-4.310172066089933,4,Random walk
29,-4.344007355862232,4,Random walk
30,-4.382368134139938,4,Random walk
31,-8.230436913202993,4,Random walk
32,-3.9021616064506475,4,Random walk
33,-3.689012584518707,4,Random walk
34,-4.831926121585866,4,Random walk
35,-7.8336751105645135,4,Random walk
36,-3.8695841418822283,4,Random walk
37,-3.623198847650883,4,Random walk
38,-10.304182261914775,4,Random walk
39,-3.6952441097017186,4,Random walk
40,-4.875737291082771,4,Random walk
41,-4.2269186842530075,4,Random walk
42,-4.076603009065025,4,Random walk
43,-6.207930300229577,4,Random walk
44,-6.7276657830348086,4,Random walk
45,-3.9399073093339894,4,Random walk
46,-5.538475503013842,4,Random walk
47,-8.448237166483068,4,Random walk
48,-8.984819756304887,4,Random walk
49,-4.516509860657493,4,Random walk
50,-4.292187388256707,4,Random walk
51,-6.447118650848438,4,Random walk
52,-4.6189693189061245,4,Random walk
53,-5.958286895061519,4,Random walk
54,-4.9023627794344975,4,Random walk
55,-3.9727387403052035,4,Random walk
56,-5.881145814392994,4,Random walk
57,-4.984214121206605,4,Random walk
58,-7.084985422539148,4,Random walk
59,-4.29705681394978,4,Random walk
60,-6.301372379044892,4,Random walk
61,-9.097232121973548,4,Random walk
62,-6.507124047063371,4,Random walk
63,-4.629301335442847,4,Random walk
64,-14.569429669522037,4,Random walk
65,-4.082040161864597,4,Random walk
66,-4.913667692034778,4,Random walk
67,-4.942931156163468,4,Random walk
68,-3.9702103827628434,4,Random walk
69,-4.752561107887004,4,Random walk
70,-3.7979525085985415,4,Random walk
71,-5.693842660114171,4,Random walk
72,-6.233593671718552,4,Random walk
73,-6.740803711500973,4,Random walk
74,-4.818698667512024,4,Random walk
75,-4.516173743711079,4,Random walk
76,-3.5248770680779558,4,Random walk
77,-11.044855772765175,4,Random walk
78,-3.5246748934650043,4,Random walk
79,-3.5026628127207005,4,Random walk
80,-8.389495700543478,4,Random walk
81,-3.4655706041892245,4,Random walk
82,-3.9774452228063524,4,Random walk
83,-9.37589265328026,4,Random walk
84,-7.007774882081975,4,Random walk
85,-4.101914893153506,4,Random walk
86,-4.779569316342474,4,Random walk
87,-7.661394396602958,4,Random walk
88,-2.8880246860227032,4,Random walk
89,-3.620823737164443,4,Random walk
90,-2.9313121578006616,4,Random walk
91,-2.8020417421502657,4,Random walk
92,-2.745450806398111,4,Random walk
93,-2.8640223477232496,4,Random walk
94,-3.7631393671384927,4,Random walk
95,-2.6879496854528497,4,Random walk
96,-3.4114061694112507,4,Random walk
97,-2.6615564069649196,4,Random walk
98,-2.6181053249652138,4,Random walk
99,-4.028796241420906,4,Random walk
100,-3.4340100470221984,4,Random walk
1,0.0,5,Random walk
2,0.0,5,Random walk
3,-18.57231343089842,5,Random walk
4,-8.340365321931301,5,Random walk
5,-9.611753417765868,5,Random walk
6,-3.60231588505016,5,Random walk
7,-3.307129062617861,5,Random walk
8,-3.4603314768438906,5,Random walk
9,-4.446535687332755,5,Random walk
10,-3.4757963609845888,5,Random walk
11,-3.5446305640944047,5,Random walk
12,-3.541924411080032,5,Random walk
13,-3.427862819883501,5,Random walk
14,-3.5232346554559513,5,Random walk
15,-3.359079992606155,5,Random walk
16,-5.531149006587441,5,Random walk
17,-3.834799350539413,5,Random walk
18,-4.100111844413618,5,Random walk
19,-6.793753541407909,5,Random walk
20,-3.5196622634632035,5,Random walk
21,-4.376723327303637,5,Random walk
22,-3.608341688697408,5,Random walk
23,-3.634788179449231,5,Random walk
24,-5.771678223640663,5,Random walk
25,-4.237540838674704,5,Random walk
26,-3.7755891985862036,5,Random walk
27,-6.025270315303203,5,Random walk
28,-4.194786180257438,5,Random walk
29,-4.576888525022412,5,Random walk
30,-5.547848644075884,5,Random walk
31,-8.228203987859104,5,Random walk
32,-3.911673034618275,5,Random walk
33,-3.7044554492341035,5,Random walk
34,-4.025234050910001,5,Random walk
35,-9.680202100376619,5,Random walk
36,-4.215867581658301,5,Random walk
37,-3.6853666396881977,5,Random walk
38,-9.328624528304829,5,Random walk
39,-3.9470487461781545,5,Random walk
40,-5.648610827042148,5,Random walk
41,-5.035234022915915,5,Random walk
42,-3.959152539103229,5,Random walk
43,-7.615097742406078,5,Random walk
44,-7.6148155884808375,5,Random walk
45,-4.004692530162856,5,Random walk
46,-4.706246380421135,5,Random walk
47,-8.92039718766489,5,Random walk
48,-11.822195208050857,5,Random walk
49,-3.984912111923336,5,Random walk
50,-4.848232940462935,5,Random walk
51,-6.298531115895003,5,Random walk
52,-4.119721799612989,5,Random walk
53,-6.646737999693414,5,Random walk
54,-4.6623837413407045,5,Random walk
55,-4.15259770118746,5,Random walk
56,-5.461261657492173,5,Random walk
57,-5.473835262134116,5,Random walk
58,-8.331498528592988,5,Random walk
59,-4.037043806638167,5,Random walk
60,-6.001978832894565,5,Random walk
61,-9.356205354020517,5,Random walk
62,-9.076168801718495,5,Random walk
63,-5.707716731676442,5,Random walk
64,-17.845047142383464,5,Random walk
65,-3.917926058553121,5,Random walk
66,-5.747614669100926,5,Random walk
67,-6.349630274494075,5,Random walk
68,-4.238626105376511,5,Random walk
69,-5.8643847088310395,5,Random walk
70,-3.8165096457391883,5,Random walk
71,-5.449308095948595,5,Random walk
72,-8.076438963937562,5,Random walk
73,-7.5046490985355945,5,Random walk
74,-6.454831608876873,5,Random walk
75,-5.636003715558843,5,Random walk
76,-3.361541193669609,5,Random walk
77,-10.918849445820399,5,Random walk
78,-3.3460204140293683,5,Random walk
79,-4.011260174801009,5,Random walk
80,-10.302117803981218,5,Random walk
81,-3.3487751044547736,5,Random walk
82,-3.3560009043986554,5,Random walk
83,-8.446883702428494,5,Random walk
84,-10.0885460288832,5,Random walk
85,-5.456472695140292,5,Random walk
86,-6.789412416717866,5,Random walk
87,-6.7224542285716495,5,Random walk
88,-2.89734875856648,5,Random walk
89,-3.864733723882651,5,Random walk
90,-3.537172383572468,5,Random walk
91,-2.8923299746514886,5,Random walk
92,-2.7584250093838563,5,Random walk
93,-2.8709413818392164,5,Random walk
94,-3.5309459296153562,5,Random walk
95,-2.721046874340985,5,Random walk
96,-3.505116990002975,5,Random walk
97,-2.7563682421997697,5,Random walk
98,-2.58565029166067,5,Random walk
99,-4.43810921954659,5,Random walk
100,-3.521168618944756,5,Random walk
1,0.0,6,Random walk
2,0.0,6,Random walk
3,-18.57231343089842,6,Random walk
4,-8.340365321931301,6,Random walk
5,-9.611753417765868,6,Random walk
6,-4.256944788733165,6,Random walk
7,-3.2738697478434062,6,Random walk
8,-3.433626493760073,6,Random walk
9,-4.3511623209871,6,Random walk
10,-3.3260373623309647,6,Random walk
11,-3.5469407435577978,6,Random walk
12,-3.450985529945683,6,Random walk
13,-3.3916683561723175,6,Random walk
14,-3.3741414495204936,6,Random walk
15,-3.327925859610957,6,Random walk
16,-5.8213814705438836,6,Random walk
17,-4.078051176136512,6,Random walk
18,-4.236778519040342,6,Random walk
19,-7.454542020223641,6,Random walk
20,-3.571637499770361,6,Random walk
21,-4.507567330099505,6,Random walk
22,-3.573635257777596,6,Random walk
23,-3.615742062445179,6,Random walk
24,-6.248816661718308,6,Random walk
25,-4.161650207860475,6,Random walk
26,-3.65747872503556,6,Random walk
27,-6.471288914023319,6,Random walk
28,-4.705305070315546,6,Random walk
29,-4.551576333566629,6,Random walk
30,-6.020586214405512,6,Random walk
31,-6.603159776261691,6,Random walk
32,-3.9701031747765683,6,Random walk
33,-3.7093391002229055,6,Random walk
34,-3.8425630139350346,6,Random walk
35,-8.30506885824093,6,Random walk
36,-5.0274609771332734,6,Random walk
37,-3.892972640979906,6,Random walk
38,-8.151462116648304,6,Random walk
39,-3.8555806345304973,6,Random walk
40,-6.816863722026483,6,Random walk
41,-5.844233343587234,6,Random walk
42,-4.463663152157778,6,Random walk
43,-7.537679585048522,6,Random walk
44,-9.396715914692777,6,Random walk
45,-4.210653364506243,6,Random walk
46,-4.33130334091959,6,Random walk
47,-7.944143892213219,6,Random walk
48,-12.97582921335595,6,Random walk
49,-4.011990324426506,6,Random walk
50,-5.8179126064515,6,Random walk
51,-5.478128973267076,6,Random walk
52,-4.098274224913439,6,Random walk
53,-5.862322477816974,6,Random walk
54,-5.130110855471571,6,Random walk
55,-4.080834974937943,6,Random walk
56,-4.561703068235488,6,Random walk
57,-5.311306330505204,6,Random walk
58,-9.481174653868038,6,Random walk
59,-4.059583209817902,6,Random walk
60,-5.264205936715825,6,Random walk
61,-9.378548224189558,6,Random walk
62,-9.767349059756043,6,Random walk
63,-7.719078846687353,6,Random walk
64,-21.834962350034743,6,Random walk
65,-4.15328553046254,6,Random walk
66,-6.736561749899693,6,Random walk
67,-7.567010131576012,6,Random walk
68,-3.840474496605111,6,Random walk
69,-5.235421543281859,6,Random walk
70,-4.213129081638044,6,Random walk
71,-5.75161779339885,6,Random walk
72,-8.108409578694705,6,Random walk
73,-9.667915642988817,6,Random walk
74,-7.357932509741886,6,Random walk
75,-7.4744468131910935,6,Random walk
76,-3.43115901782744,6,Random walk
77,-9.988076632376362,6,Random walk
78,-3.29867911464828,6,Random walk
79,-4.2987383161774915,6,Random walk
80,-12.822469545836498,6,Random walk
81,-3.6008549165113095,6,Random walk
82,-3.4388608184864324,6,Random walk
83,-6.982484123231927,6,Random walk
84,-9.813589370514563,6,Random walk
85,-7.85974610190695,6,Random walk
86,-8.8925177771103,6,Random walk
87,-4.935843303989969,6,Random walk
88,-2.82540967926316,6,Random walk
89,-4.032045330810988,6,Random walk
90,-3.8115566405162298,6,Random walk
91,-2.674186611172047,6,Random walk
92,-2.696711810602082,6,Random walk
93,-2.7249582297422705,6,Random walk
94,-3.465375899737424,6,Random walk
95,-2.6726481823347825,6,Random walk
96,-3.7442498284573134,6,Random walk
97,-2.807368753498764,6,Random walk
98,-2.615554064084151,6,Random walk
99,-4.490492209456065,6,Random walk
100,-3.887361903509614,6,Random walk
1,0.0,7,Random walk
2,0.0,7,Random walk
3,-18.57231343089842,7,Random walk
4,-8.340365321931301,7,Random walk
5,-9.611753417765868,7,Random walk
6,-4.256944788733165,7,Random walk
7,-4.964076093864094,7,Random walk
8,-3.4565015219102406,7,Random walk
9,-4.365081736616844,7,Random walk
10,-3.3182525739644575,7,Random walk
11,-3.389578158862207,7,Random walk
12,-3.466140420407328,7,Random walk
13,-3.4130335603251183,7,Random walk
14,-3.3531339188337483,7,Random walk
15,-3.408581528396894,7,Random walk
16,-5.934665002290728,7,Random walk
17,-4.283369942367585,7,Random walk
18,-4.570633967730487,7,Random walk
19,-7.952895612589202,7,Random walk
20,-3.6972097375628437,7,Random walk
21,-5.273117933702565,7,Random walk
22,-3.5775853318750706,7,Random walk
23,-3.658335595593769,7,Random walk
24,-5.899777748628196,7,Random walk
25,-4.437332804716277,7,Random walk
26,-3.6477150396269735,7,Random walk
27,-7.205706865613934,7,Random walk
28,-5.060049538975136,7,Random walk
29,-5.1462498761191,7,Random walk
30,-6.116086658578581,7,Random walk
31,-6.117150028615242,7,Random walk
32,-3.699848579701438,7,Random walk
33,-3.7404796547386923,7,Random walk
34,-3.7912830537038644,7,Random walk
35,-7.941971437778932,7,Random walk
36,-4.577711496038376,7,Random walk
37,-4.444543934501041,7,Random walk
38,-7.335965626502343,7,Random walk
39,-3.7124214661797623,7,Random walk
40,-6.721447769948895,7,Random walk
41,-7.019264187183694,7,Random walk
42,-5.054163054616652,7,Random walk
43,-9.16652299137695,7,Random walk
44,-9.669881357078907,7,Random walk
45,-4.799201618947791,7,Random walk
46,-4.076442436504863,7,Random walk
47,-7.361533405497767,7,Random walk
48,-12.294159104303048,7,Random walk
49,-4.187879327793667,7,Random walk
50,-7.26951950695593,7,Random walk
51,-4.709634927734896,7,Random walk
52,-4.325788818957221,7,Random walk
53,-5.919832246970714,7,Random walk
54,-4.766418575803755,7,Random walk
55,-4.309247456813068,7,Random walk
56,-4.632618732120477,7,Random walk
57,-4.638238488055094,7,Random walk
58,-9.489841698611372,7,Random walk
59,-4.2294921963573415,7,Random walk
60,-4.754994302535351,7,Random walk
61,-8.549617260899367,7,Random walk
62,-10.13684843160786,7,Random walk
63,-8.487849880534668,7,Random walk
64,-27.110834437838548,7,Random walk
65,-4.912941668787539,7,Random walk
66,-8.339640063377146,7,Random walk
67,-8.909146232217608,7,Random walk
68,-3.818262682133195,7,Random walk
69,-6.327899813302906,7,Random walk
70,-3.998353267784182,7,Random walk
71,-6.953526153762482,7,Random walk
72,-8.736455538676182,7,Random walk
73,-10.031269942361973,7,Random walk
74,-9.425316296309006,7,Random walk
75,-8.588286957679315,7,Random walk
76,-3.9457322817222007,7,Random walk
77,-8.497682196869278,7,Random walk
78,-3.3345371184498163,7,Random walk
79,-4.401428170117981,7,Random walk
80,-14.147859786484673,7,Random walk
81,-4.210656386339963,7,Random walk
82,-3.232752323894317,7,Random walk
83,-7.533575696821941,7,Random walk
84,-8.712519347981015,7,Random walk
85,-7.959285840975724,7,Random walk
86,-12.057024118053732,7,Random walk
87,-3.857539312656428,7,Random walk
88,-2.797546587755974,7,Random walk
89,-3.878235307211341,7,Random walk
90,-4.0220870092528145,7,Random walk
91,-2.6829325317955153,7,Random walk
92,-2.8830108333315962,7,Random walk
93,-2.8236895342598984,7,Random walk
94,-3.6806909495894615,7,Random walk
95,-2.6580865277206556,7,Random walk
96,-3.6879064909328036,7,Random walk
97,-2.9306371349000813,7,Random walk
98,-2.6459324481904787,7,Random walk
99,-5.166549876797532,7,Random walk
100,-4.0184899775843235,7,Random walk
1,0.0,8,Random walk
2,0.0,8,Random walk
3,-18.57231343089842,8,Random walk
4,-8.340365321931301,8,Random walk
5,-9.611753417765868,8,Random walk
6,-4.256944788733165,8,Random walk
7,-4.964076093864094,8,Random walk
8,-3.6897389280677544,8,Random walk
9,-4.474875496475931,8,Random walk
10,-3.2985751726176886,8,Random walk
11,-3.3934723634241095,8,Random walk
12,-3.354498057524097,8,Random walk
13,-3.38363484450349,8,Random walk
14,-3.37028032462581,8,Random walk
15,-3.4098086949935578,8,Random walk
16,-5.526310941773431,8,Random walk
17,-4.399376377545366,8,Random walk
18,-4.855532851792702,8,Random walk
19,-8.788778485515252,8,Random walk
20,-3.8341511841670695,8,Random walk
21,-5.771175084662559,8,Random walk
22,-3.7543956378007692,8,Random walk
23,-3.693068744408265,8,Random walk
24,-5.508159815556212,8,Random walk
25,-4.3124441226336785,8,Random walk
26,-3.62622012778138,8,Random walk
27,-7.200036949191087,8,Random walk
28,-5.614024492612259,8,Random walk
29,-5.575269111618866,8,Random walk
30,-7.003964986582844,8,Random walk
31,-6.005149914799517,8,Random walk
32,-3.643808854121062,8,Random walk
33,-3.6213757515431553,8,Random walk
34,-3.730335313939804,8,Random walk
35,-7.898697143545576,8,Random walk
36,-4.494373923859712,8,Random walk
37,-4.178218113391949,8,Random walk
38,-6.201079032978555,8,Random walk
39,-3.6334484410228924,8,Random walk
40,-6.315034757960916,8,Random walk
41,-7.092403457812452,8,Random walk
42,-5.953920843322635,8,Random walk
43,-10.656341692541218,8,Random walk
44,-11.685328058439154,8,Random walk
45,-4.977197118887261,8,Random walk
46,-3.866937507674379,8,Random walk
47,-6.796321781772349,8,Random walk
48,-11.86244312852989,8,Random walk
49,-4.117088452387975,8,Random walk
50,-8.088562380658686,8,Random walk
51,-4.153227072819163,8,Random walk
52,-4.790979690408449,8,Random walk
53,-6.54689616420103,8,Random walk
54,-4.848205975995256,8,Random walk
55,-4.1504425173013715,8,Random walk
56,-4.335287348622842,8,Random walk
57,-4.736176436210826,8,Random walk
58,-8.364245986724882,8,Random walk
59,-4.257791469563699,8,Random walk
60,-4.408275013674256,8,Random walk
61,-7.813789671552968,8,Random walk
62,-9.60749860927217,8,Random walk
63,-8.988936694649283,8,Random walk
64,-29.324535735142263,8,Random walk
65,-6.425379167302481,8,Random walk
66,-10.477917306559334,8,Random walk
67,-10.88547713148887,8,Random walk
68,-3.9947260677798795,8,Random walk
69,-7.330671758230778,8,Random walk
70,-4.509290872461634,8,Random walk
71,-6.550482851754509,8,Random walk
72,-10.469287830200642,8,Random walk
73,-10.930957308574477,8,Random walk
74,-9.984802161791833,8,Random walk
75,-10.816590684096923,8,Random walk
76,-4.412869960995181,8,Random walk
77,-6.803706292087952,8,Random walk
78,-3.512470799147536,8,Random walk
79,-4.244225821177054,8,Random walk
80,-14.814790125216064,8,Random walk
81,-4.6794192231700436,8,Random walk
82,-3.2387147040689115,8,Random walk
83,-6.588204509378954,8,Random walk
84,-9.512327294964138,8,Random walk
85,-7.329098341035689,8,Random walk
86,-12.46870445456679,8,Random walk
87,-3.1004567160670717,8,Random walk
88,-3.032576358765482,8,Random walk
89,-3.3111609287180954,8,Random walk
90,-3.9436864972903436,8,Random walk
91,-2.713906375924182,8,Random walk
92,-3.0090045070567726,8,Random walk
93,-2.5801655776606793,8,Random walk
94,-3.4734152218866825,8,Random walk
95,-2.7227671214946696,8,Random walk
96,-3.7053801483185254,8,Random walk
97,-2.923039262920909,8,Random walk
98,-2.726775316771281,8,Random walk
99,-5.473396622294231,8,Random walk
100,-4.599962807239095,8,Random walk
1,0.0,9,Random walk
2,0.0,9,Random walk
3,-18.57231343089842,9,Random walk
4,-8.340365321931301,9,Random walk
5,-9.611753417765868,9,Random walk
6,-4.256944788733165,9,Random walk
7,-4.964076093864094,9,Random walk
8,-3.6897389280677544,9,Random walk
9,-3.353967991002264,9,Random walk
10,-3.270772247834202,9,Random walk
11,-3.3747723243059795,9,Random walk
12,-3.3620068559320657,9,Random walk
13,-3.45482554287463,9,Random walk
14,-3.3510215123720286,9,Random walk
15,-3.366083470618321,9,Random walk
16,-5.5039320603944475,9,Random walk
17,-4.218484028005662,9,Random walk
18,-5.036663204680792,9,Random walk
19,-9.482583552003291,9,Random walk
20,-4.094429229453226,9,Random walk
21,-6.2028777463522715,9,Random walk
22,-3.9372328429793697,9,Random walk
23,-3.9443199436434497,9,Random walk
24,-5.3386936539153,9,Random walk
25,-4.148995911171141,9,Random walk
26,-3.6165667267330264,9,Random walk
27,-7.781298776285553,9,Random walk
28,-5.685354571267453,9,Random walk
29,-6.200439218130896,9,Random walk
30,-7.64486809152578,9,Random walk
31,-5.321643293626153,9,Random walk
32,-3.63164063281738,9,Random walk
33,-3.604111005132154,9,Random walk
34,-3.931906731149411,9,Random walk
35,-7.7503735923489785,9,Random walk
36,-4.522921179409764,9,Random walk
37,-4.142708731940843,9,Random walk
38,-6.6546731274310105,9,Random walk
39,-3.5980599427630295,9,Random walk
40,-5.969433856660089,9,Random walk
41,-6.826201872830438,9,Random walk
42,-6.098902478042987,9,Random walk
43,-12.56307668149634,9,Random walk
44,-13.554042775777702,9,Random walk
45,-5.890471078825726,9,Random walk
46,-3.844559723466091,9,Random walk
47,-5.904381389348146,9,Random walk
48,-11.315769098931355,9,Random walk
49,-4.0752876504902815,9,Random walk
50,-7.948127160682134,9,Random walk
51,-3.997249389542276,9,Random walk
52,-5.574676651279447,9,Random walk
53,-7.5164873283335965,9,Random walk
54,-5.2844786103014485,9,Random walk
55,-4.201271057358895,9,Random walk
56,-4.4838398896215494,9,Random walk
57,-4.47263633461057,9,Random walk
58,-8.700595203318017,9,Random walk
59,-4.085934361539557,9,Random walk
60,-4.3576118636624415,9,Random walk
61,-7.178506405022972,9,Random walk
62,-9.047948054750577,9,Random walk
63,-8.731718951023822,9,Random walk
64,-30.865637138915872,9,Random walk
65,-7.3038900139183625,9,Random walk
66,-13.481535614406994,9,Random walk
67,-13.38481769614964,9,Random walk
68,-4.484938572424085,9,Random walk
69,-8.463650665258001,9,Random walk
70,-5.076530513443004,9,Random walk
71,-7.770256529754647,9,Random walk
72,-10.130027392379475,9,Random walk
73,-12.943090018990006,9,Random walk
74,-10.981300558428813,9,Random walk
75,-11.57257848892175,9,Random walk
76,-5.477295434997586,9,Random walk
77,-6.002622071744781,9,Random walk
78,-3.9569747782477975,9,Random walk
79,-3.8935944584050617,9,Random walk
80,-14.625697066342696,9,Random walk
81,-4.987035138365911,9,Random walk
82,-3.3543659743007197,9,Random walk
83,-5.577510874138255,9,Random walk
84,-8.665991600463684,9,Random walk
85,-8.109161401715227,9,Random walk
86,-11.937302559272752,9,Random walk
87,-3.0360344666248125,9,Random walk
88,-3.732260749528507,9,Random walk
89,-2.9581150452073643,9,Random walk
90,-3.4399989374856546,9,Random walk
91,-2.699355114197644,9,Random walk
92,-3.123708295922654,9,Random walk
93,-2.537652813882957,9,Random walk
94,-4.084999408559128,9,Random walk
95,-2.662615457848446,9,Random walk
96,-3.950747820256268,9,Random walk
97,-2.946675769161004,9,Random walk
98,-2.7286087907050103,9,Random walk
99,-5.926638055683227,9,Random walk
100,-4.9209272777255535,9,Random walk
1,0.0,10,Random walk
2,0.0,10,Random walk
3,-18.57231343089842,10,Random walk
4,-8.340365321931301,10,Random walk
5,-9.611753417765868,10,Random walk
6,-4.256944788733165,10,Random walk
7,-4.964076093864094,10,Random walk
8,-3.6897389280677544,10,Random walk
9,-3.353967991002264,10,Random walk
10,-4.126847607412117,10,Random walk
11,-3.335585883674014,10,Random walk
12,-3.3502035445672504,10,Random walk
13,-3.4323335636161687,10,Random walk
14,-3.4070921959834095,10,Random walk
15,-3.373756957171281,10,Random walk
16,-5.654021099905833,10,Random walk
17,-4.235255652189039,10,Random walk
18,-4.870289303578204,10,Random walk
19,-9.956260019990054,10,Random walk
20,-4.353937591223769,10,Random walk
21,-6.854121203726265,10,Random walk
22,-4.12828950851565,10,Random walk
23,-4.165210034970642,10,Random walk
24,-4.7509797094833175,10,Random walk
25,-4.085434402574265,10,Random walk
26,-3.6175071784987267,10,Random walk
27,-7.653387428572614,10,Random walk
28,-6.154889586835679,10,Random walk
29,-6.334864221519865,10,Random walk
30,-8.506981406296973,10,Random walk
31,-4.929212446473798,10,Random walk
32,-3.5961056160239195,10,Random walk
33,-3.59797732751872,10,Random walk
34,-4.022565412424115,10,Random walk
35,-8.615895810548977,10,Random walk
36,-4.494805678018793,10,Random walk
37,-4.180518428112578,10,Random walk
38,-6.724721187511022,10,Random walk
39,-3.5899750603480243,10,Random walk
40,-5.338190537726632,10,Random walk
41,-6.567701328442922,10,Random walk
42,-5.971437946020615,10,Random walk
43,-13.026953588054539,10,Random walk
44,-15.856192227626025,10,Random walk
45,-6.870797455155866,10,Random walk
46,-3.9298598227294406,10,Random walk
47,-5.701662600832606,10,Random walk
48,-10.158881686723817,10,Random walk
49,-4.015515209401769,10,Random walk
50,-7.870625333771613,10,Random walk
51,-4.001025030215715,10,Random walk
52,-6.077752726139352,10,Random walk
53,-8.871988126133033,10,Random walk
54,-5.979574602711864,10,Random walk
55,-4.450315853756592,10,Random walk
56,-4.409220527526713,10,Random walk
57,-4.6385534188975726,10,Random walk
58,-8.173231256190775,10,Random walk
59,-4.145716307251178,10,Random walk
60,-4.5973538786752215,10,Random walk
61,-7.1241994003585205,10,Random walk
62,-8.505774108896958,10,Random walk
63,-8.3918959823352,10,Random walk
64,-30.79390004676884,10,Random walk
65,-8.006138344460169,10,Random walk
66,-15.09926662690873,10,Random walk
67,-16.738617756234703,10,Random walk
68,-5.354002257702518,10,Random walk
69,-10.102513000310637,10,Random walk
70,-5.78029841319028,10,Random walk
71,-8.8858887412581,10,Random walk
72,-11.82650947915181,10,Random walk
73,-12.786434439150753,10,Random walk
74,-12.965587959121706,10,Random walk
75,-12.734163907590982,10,Random walk
76,-5.928436282355904,10,Random walk
77,-4.889626698372183,10,Random walk
78,-4.3052278866389315,10,Random walk
79,-3.5096245771777035,10,Random walk
80,-13.627920626505443,10,Random walk
81,-5.008839803227943,10,Random walk
82,-3.4618615543527653,10,Random walk
83,-5.064652783275108,10,Random walk
84,-7.615038065185217,10,Random walk
85,-7.551805579442174,10,Random walk
