eta,p,simulation,model
0.482,1.7930623380947319e-53,Random walk,EpiFilter
0.483,1.3801791740537574e-53,Random walk,EpiFilter
0.484,1.062930760866402e-53,Random walk,EpiFilter
0.48500000000000004,8.190367312836187e-54,Random walk,EpiFilter
0.486,6.314371823760393e-54,Random walk,EpiFilter
0.48700000000000004,4.8706257952711645e-54,Random walk,EpiFilter
0.488,3.7589511821469484e-54,Random walk,EpiFilter
0.489,2.902521077727732e-54,Random walk,EpiFilter
0.49,2.2423857266887746e-54,Random walk,EpiFilter
0.491,1.7332889346280375e-54,Random walk,EpiFilter
